sde,snr,depth_ppm,log_depth_ppm,duration_hr,duration_ratio,rp_rs,log_rp_rs,n_transits,odd_even_diff,secondary_depth,secondary_depth_ratio,shape_score,scatter_in,scatter_out,scatter_ratio,bls_sde,bls_snr,bls_power,period_agreement,label
40.223314313142474,82.43818136089055,5000.0,3.6989700043360187,3.5003726730497653,0.05625009209789747,0.07071067811865475,-1.150508856023956,10.0,0.23921368572999324,27953.359757146158,5.590671951429232,0.2856895674690988,0.004587131109485633,0.0002563744466253896,17.89161226378142,60.23263136045393,74.70345500893059,0.24929959880990893,0.06764175160400247,EB
384.58307890221715,437.48883432282673,17075.10722627824,4.232363439594257,1.2589927096650635,0.07839328264867089,0.1306717537430268,-0.8838149566627204,40.0,0.3946429394810481,9160.664015396716,0.5364923273394525,0.15187239077429454,0.01692810235074338,0.00023331395971053684,72.5519246790792,399.5850524969854,495.65797346403843,0.5518873963610889,0.017438924746212885,EB
6.360701724262663,19.71332050769108,2652.2750454797224,3.4236185591521466,1.9533612137456506,0.02501030075387707,0.05150024315942326,-1.2881822876430524,8.0,0.03602066284133332,27.112696506920557,0.010222430193704375,0.8844677201058647,0.0025559605420423927,0.00010371920631849208,24.640702775595564,4.665829732809478,20.18336644647951,0.11503351150401714,0.033518805688912065,PLANET
111.6400981781521,196.7112534033124,35001.88352762287,4.544091415311516,12.545531011910345,0.06614501497375941,0.1870879032102901,-0.727951971011255,3.0,0.3764981932515643,13865.84989538869,0.3961458212511908,0.4066490698436569,0.03165773534666823,0.00046221301515430484,68.49017532391775,130.11262880747393,175.84975898004163,0.25722780207005663,0.009956962188728751,EB
3.5164804817662874,7.913090545109131,1547.4544013428572,3.1896178605761967,5.284573164299637,0.03785509006297991,0.03933769695016292,-1.4051800296918806,4.0,0.10755984697188488,1310.9600128758657,0.8471719824107481,0.21464335034578244,0.002003642822153513,0.00027268219138228296,7.347635485992473,2.9325135966953346,5.003682392627679,0.02405600090598785,0.09892230667165733,BLEND
207.32472936485624,296.5318653974245,16160.593408520288,4.208457303797123,2.770573475426564,0.05540819563771793,0.1271243226472428,-0.8957679318175622,12.0,0.45006396921409064,8169.967450116324,0.5055487285391947,0.1940554063710885,0.015445781414197274,0.0003145111216005935,49.10888443864728,231.35176070704833,351.3428337951166,0.5574402159754747,0.14693686607949102,EB
29.26541657741243,85.30437057517624,2523.0564269832444,3.401926963420238,10.476480794401537,0.02710315591822534,0.05023003510832184,-1.2990278722644906,2.0,0.007032905408948932,47.75840074752367,0.018928788209714043,0.6204758308187774,0.002837189266815734,0.00020079830059456326,14.128844566759652,23.653860250173768,72.58231707914676,0.011231585491183926,0.008706353960491589,PLANET
51.170834745266475,77.18296663120925,2260.5701360522016,3.3542179859236994,4.766225687123125,0.02300488158959912,0.04754545336887852,-1.3228818728332148,3.0,0.015480335327633672,14.560695176408384,0.006441160548036252,0.9658969684959614,0.001927132806079754,0.0001819698020013271,10.589817028516716,36.562907510643626,72.08671765208926,0.09325187655369058,0.005852981341995514,PLANET
3.5013254357371584,5.748199843210762,846.2924240780136,2.9275204531332815,24.0,0.05033552456964404,0.029091105583631805,-1.5362248449179599,2.0,0.20910598375111533,2277.61850571281,2.691290198177235,0.767630620400804,0.0010189628921345327,0.0003382576170955421,3.0122980759542566,2.7399222651661033,4.864740735284664,0.008314948437830944,0.15342211664533134,BLEND
153.2292548372785,212.52683311344697,34730.15832457695,4.540706763136083,6.621503166974193,0.04768180716615215,0.18636029170554802,-0.7296442880357527,4.0,0.3172751167353015,26305.60132425775,0.757428200540119,0.1141043741738773,0.03386142901984982,0.0002290402006056437,147.83409457976913,124.87641221656703,187.91762942098484,0.20180564790321248,0.037551803344590365,EB
23.04101237330583,43.5290826765812,948.6636061764725,2.9771122399504435,0.8861351084779158,0.028081140604204895,0.030800383214766542,-1.511429779958916,20.0,0.050986328796188495,92.43189899030529,0.0974337988603211,0.953262040238948,0.0008460943956221203,0.00017081656620745837,4.952943879903262,16.961444405316406,27.1974350176072,0.07579466207404224,0.011071691125501895,PLANET
156.63207159168377,352.66233332807894,91082.27044973908,4.959433847936773,1.2601779980102228,0.07181029344784819,0.3017983937163004,-0.5202816370121509,36.0,0.45140210557573235,27332.642341891642,0.300087406768964,0.4385979521769432,0.08273279604353823,0.00031864336655656355,259.6325811259003,174.88531243723082,322.8211895847494,0.29498857610034507,0.008988513196909314,EB
43.728983261230184,102.08108415792847,77144.15613356841,4.887303032731374,3.526354127481267,0.07314454007683903,0.2777483683724684,-0.5563469200114458,13.0,0.36346827003997306,10974.927345294545,0.14226518112781494,0.13719164672998738,0.07092633841191562,0.000200974589923198,352.89441065615335,63.48729495154487,93.97245976205595,0.2130665081141655,0.01555785121582754,EB
8.68095420634333,14.940469330320077,1874.7187273842515,3.272936117766021,4.050823561849399,0.055473273093450876,0.04329802221100002,-1.3635219108790104,8.0,0.14984961384506196,1397.2255081914507,0.7452987415029265,0.7714187674740518,0.0017004478197981487,0.000262075168334376,6.488149751490962,5.821607626011305,13.973251825969331,0.017713211560214475,0.07453913863332572,BLEND
